@relation credits-clean-numeric-weka.filters.unsupervised.attribute.Remove-R1

@attribute checking_status numeric
@attribute credit_history numeric
@attribute purpose numeric
@attribute credit_amount numeric
@attribute saving_status numeric
@attribute personal_status numeric
@attribute age numeric
@attribute job numeric
@attribute class numeric

@data
1,3,4,8978,2,1,45,0,0
3,3,6,999,4,3,25,1,1
3,3,4,2662,4,3,32,1,1
3,1,3,1402,1,0,37,1,1
0,0,4,12169,4,3,36,0,1
0,3,6,3060,2,3,28,1,0
1,3,7,11998,2,1,34,3,0
3,3,6,2697,2,3,32,1,1
3,1,6,2404,2,0,26,1,1
1,3,3,1262,4,1,49,3,1
3,3,3,4611,2,0,32,1,0
3,3,6,1901,0,3,29,0,1
3,1,9,3368,3,3,23,1,1
3,3,3,1574,2,3,50,1,1
2,0,6,1445,4,3,49,3,1
3,1,3,1520,4,3,63,1,1
0,1,4,3878,0,1,37,1,1
1,3,4,10722,2,0,35,3,1
1,3,9,4788,2,3,26,1,1
0,2,5,7582,0,3,31,0,1
0,3,6,1092,2,0,49,1,1
1,2,6,1024,2,2,48,1,0
3,3,0,1076,2,2,26,1,1
0,3,9,9398,2,2,28,0,0
1,1,9,6419,2,0,44,0,1
2,1,9,4796,2,3,56,1,1
3,1,0,7629,4,1,46,0,1
0,3,3,9960,2,0,26,1,0
3,3,9,4675,4,0,20,1,1
3,3,4,1287,4,3,45,3,1
3,3,3,2515,2,3,43,1,1
0,1,3,2745,3,3,32,1,1
3,3,4,672,2,0,54,2,1
0,4,6,3804,2,0,42,1,0
2,1,4,1344,4,3,37,3,0
1,1,4,1038,2,3,49,1,1
3,1,4,10127,1,3,44,1,0
3,3,3,1543,3,1,33,1,1
3,3,9,4811,4,0,24,3,1
1,3,6,727,0,2,33,3,0
0,3,3,1237,2,0,24,1,0
0,3,4,276,2,2,22,3,1
0,3,5,5381,4,3,40,2,1
3,3,3,5511,0,3,25,1,1
2,3,3,3749,2,0,26,1,1
0,3,4,685,2,2,25,3,0
2,3,4,1494,4,3,29,3,1
1,0,3,2746,2,3,31,1,0
1,3,3,708,2,3,38,3,1
0,3,3,4351,4,0,48,3,1
3,1,2,701,2,3,32,1,1
1,2,3,3643,2,0,27,3,1
0,1,4,4249,2,2,28,0,0
1,3,6,1938,2,1,32,1,0
1,3,9,2910,2,3,34,0,1
1,3,3,2659,3,3,28,1,1
3,1,4,1028,2,0,36,1,1
1,1,4,3398,2,3,39,3,1
3,1,3,5801,4,3,49,1,1
3,3,4,1525,3,0,34,1,1
2,3,6,4473,2,3,31,1,1
0,3,6,1068,2,3,28,1,1
1,1,9,6615,2,3,75,0,1
3,1,2,1864,0,0,30,1,0
0,3,4,7408,0,0,24,0,0
3,1,9,11590,0,0,24,3,0
1,4,3,4110,2,3,23,1,0
1,1,3,3384,2,1,44,0,0
0,3,6,2101,2,0,23,3,1
1,3,1,1275,4,0,24,1,0
1,3,3,4169,2,3,28,1,1
0,3,3,1521,2,1,31,3,1
0,1,2,5743,2,0,24,1,1
1,3,3,3599,2,0,26,3,1
0,3,6,3213,1,2,25,1,1
0,3,0,4439,2,3,33,0,1
2,3,4,3949,2,3,37,3,1
3,1,6,1459,2,0,43,3,1
0,1,6,882,2,3,23,1,1
0,3,6,3758,1,0,23,2,1
3,2,0,1743,0,3,34,3,1
0,1,2,1136,3,3,32,1,0
3,3,1,1236,2,0,23,1,1
0,3,3,959,2,0,29,1,0
3,1,9,3229,4,3,38,0,1
1,4,6,6199,2,3,28,1,0
3,3,2,727,1,3,46,1,1
0,3,4,1246,2,3,23,3,0
3,1,6,2331,4,3,49,1,1
3,2,6,4463,2,3,26,0,0
3,3,6,776,2,2,28,1,1
1,3,3,2406,2,0,23,1,0
0,3,2,1239,4,3,61,1,1
2,3,6,3399,4,3,37,0,1
2,2,4,2247,2,0,36,1,1
3,3,3,1766,2,2,21,1,1
1,3,3,2473,2,3,25,2,0
3,3,0,1542,2,3,36,1,1
3,1,9,3850,2,3,27,1,1
1,3,3,3650,2,0,22,1,1
1,3,3,3446,2,3,42,1,0
0,3,3,3001,2,0,40,1,1
3,3,4,3079,4,3,36,1,1
3,1,6,6070,2,3,33,1,1
3,1,3,2146,2,0,23,1,1
3,1,4,13756,4,3,63,0,1
0,0,5,14782,0,0,60,0,0
1,0,0,7685,2,0,37,1,0
3,2,6,2320,2,2,34,1,1
3,2,6,846,4,3,36,1,1
0,3,4,14318,2,3,57,0,0
3,1,4,362,0,0,52,3,1
1,3,3,2212,4,3,39,1,1
0,3,9,12976,2,0,38,0,0
3,3,4,1283,4,0,25,1,1
2,3,4,1330,2,3,26,1,1
3,2,0,4272,0,3,26,3,1
3,1,6,2238,2,0,25,1,1
3,3,6,1126,4,0,21,1,1
0,1,3,7374,2,3,40,0,1
0,1,0,2326,1,3,27,1,1
3,3,0,1449,2,0,27,1,1
3,3,4,1820,2,2,30,0,1
0,3,3,983,3,0,19,3,1
1,3,4,3249,2,3,39,0,1
1,1,6,19570,2,0,31,1,1
3,1,3,2406,2,3,31,0,1
0,2,2,11760,0,3,32,1,1
1,3,3,2578,2,0,55,0,1
1,1,3,2348,2,2,46,1,1
0,3,4,1223,2,1,46,1,0
3,1,6,1516,3,0,43,3,1
3,3,6,1473,2,2,39,1,1
0,1,0,1887,4,2,28,1,1
3,2,0,8648,2,3,27,1,0
3,2,4,802,2,3,27,3,1
0,2,4,2899,4,3,43,1,1
0,3,6,2039,2,2,22,1,0
3,1,9,2197,4,3,43,1,1
1,3,6,1053,2,2,27,1,1
3,3,6,3235,1,1,26,0,1
2,1,4,939,1,2,28,1,0
0,3,6,1967,2,0,20,1,1
3,1,9,7253,2,3,35,0,1
3,1,0,2292,2,3,42,0,0
3,3,4,1597,1,3,40,3,1
1,3,4,1381,4,0,35,1,0
3,1,9,5842,2,3,35,1,1
1,3,4,2579,2,3,33,3,0
1,2,2,8471,4,0,23,1,1
3,3,4,2782,1,0,31,0,1
0,3,4,1042,4,0,33,1,0
3,3,4,3186,3,0,20,1,1
0,3,9,2028,4,3,30,1,1
0,1,4,958,2,3,47,3,1
3,2,3,1591,0,3,34,0,1
0,3,3,2762,4,0,25,1,0
0,3,9,2779,2,2,21,1,1
3,1,6,2743,2,3,29,1,1
3,1,6,1149,3,3,46,1,1
3,3,3,1313,2,3,20,1,1
1,1,7,1190,2,0,55,2,0
3,3,0,3448,2,3,74,3,1
0,3,5,11328,2,3,29,0,0
1,1,3,1872,2,3,36,0,1
3,1,7,2058,2,1,33,1,1
1,3,3,2136,2,3,25,1,1
0,3,6,1484,4,2,25,1,0
3,3,7,660,1,2,23,3,1
3,1,4,1287,3,0,37,1,1
1,1,7,3394,2,3,65,2,1
2,0,0,609,2,0,26,2,0
3,3,4,1884,2,3,39,0,1
1,3,3,1620,2,0,30,1,1
0,2,5,2629,2,3,29,1,1
3,3,2,719,2,3,41,3,0
0,1,3,5096,2,0,30,0,0
3,1,2,1244,4,0,41,3,1
1,3,4,1842,2,0,34,1,0
0,3,6,2576,2,3,35,1,1
2,3,3,1424,4,0,55,0,1
0,2,7,1512,3,2,61,1,0
3,1,9,11054,4,3,30,0,1
3,3,6,518,2,0,29,1,1
3,4,3,2759,2,3,34,1,1
3,3,9,2670,2,3,35,0,1
1,3,4,4817,2,3,31,1,0
3,3,9,2679,2,0,29,0,1
1,1,4,3905,2,3,36,1,1
1,3,9,3386,2,3,35,1,0
1,3,1,343,2,0,27,1,1
3,3,6,4594,2,3,32,1,1
1,3,3,3620,2,3,37,1,1
1,3,4,1721,2,3,36,1,1
0,3,3,3017,2,0,34,0,1
0,3,8,754,4,3,38,1,1
3,3,0,1950,2,3,34,1,1
1,3,9,2924,2,3,63,1,1
1,2,6,1659,2,0,29,3,0
3,2,6,7238,4,3,32,1,1
3,2,0,2764,2,0,26,1,1
3,2,9,4679,2,3,35,3,1
0,3,6,3092,0,2,22,1,0
1,3,2,448,2,0,23,1,0
1,3,4,654,2,3,28,3,0
3,3,8,1238,4,3,36,0,1
0,1,6,1245,2,2,33,1,0
1,4,3,3114,2,0,26,1,0
3,3,9,2569,1,3,19,1,1
2,3,6,5152,2,3,25,1,1
0,3,0,1037,0,3,39,3,1
1,1,3,1478,2,3,44,1,1
0,1,6,3573,2,0,23,3,1
0,3,4,1201,2,3,26,1,1
1,3,3,3622,3,0,57,1,1
3,2,3,960,3,0,30,1,1
3,1,4,1163,1,3,44,1,1
0,2,4,1209,2,3,47,0,0
3,3,6,3077,2,3,52,1,1
3,3,4,3757,2,0,62,1,1
3,3,4,1418,0,3,35,3,1
3,3,4,3518,2,3,26,1,1
3,1,6,1934,2,3,26,1,1
0,4,0,8318,2,0,42,0,0
3,1,6,1237,0,0,27,1,1
0,3,6,368,4,3,38,1,1
1,1,4,2122,2,3,39,3,1
1,3,3,2996,4,2,20,1,0
0,3,3,9034,0,3,29,0,0
3,1,3,1585,2,3,40,1,1
0,3,6,1301,2,2,32,3,1
2,1,4,1323,0,1,28,1,1
1,3,4,3123,2,0,27,1,0
1,3,9,5493,2,3,42,1,1
2,3,6,1126,0,1,49,1,1
0,1,6,1216,0,3,38,1,0
1,3,4,1207,2,0,24,1,0
3,3,4,1309,4,3,27,3,0
2,1,9,2360,1,3,36,1,1
0,0,4,6850,0,3,34,0,0
3,3,6,1413,2,2,28,1,1
3,3,9,8588,0,3,45,0,1
1,3,4,759,2,3,26,1,0
3,3,9,4686,2,3,32,0,1
2,3,0,2687,2,3,26,1,1
0,2,6,585,2,2,20,1,1
3,3,4,2255,4,3,54,1,1
1,1,4,609,2,0,37,1,1
1,1,4,1361,2,3,40,3,1
3,1,3,7127,2,0,23,1,0
1,3,4,1203,0,3,43,1,1
3,1,6,700,4,3,36,1,1
3,1,7,5507,2,3,44,1,1
1,3,6,3190,2,0,24,1,0
1,4,3,7119,2,3,53,1,0
3,3,9,3488,0,0,23,1,1
0,3,6,1113,2,0,26,3,1
0,3,9,7966,2,3,30,1,1
3,1,2,1532,0,0,31,1,1
3,1,6,15030,2,3,42,3,1
1,3,6,2302,2,1,31,1,0
1,3,4,662,2,3,41,3,1
0,3,2,2273,2,3,32,1,1
0,3,4,2631,0,0,28,1,0
3,2,9,1503,2,2,41,1,1
3,3,6,1311,0,2,26,1,1
3,3,6,3105,4,3,25,1,1
2,1,2,2319,2,1,33,1,0
1,3,4,1374,4,0,75,0,1
0,1,3,3612,2,0,37,1,1
1,3,4,7763,2,3,42,0,0
2,3,3,3049,2,0,45,3,1
0,3,6,1534,2,2,23,1,0
3,2,4,2032,2,3,60,1,1
1,3,3,6350,4,3,31,1,0
2,3,3,2864,2,3,34,3,0
3,1,4,1255,2,3,61,3,1
1,2,4,1333,2,3,43,1,0
3,1,4,2022,2,0,37,1,1
3,3,6,1552,2,3,32,1,1
1,0,6,626,2,0,24,3,0
3,1,9,8858,4,3,35,1,1
3,1,7,996,4,0,23,1,1
3,0,6,1750,1,3,45,3,1
1,3,6,6999,2,2,34,1,0
0,1,4,1995,0,3,27,1,1
0,3,2,1199,2,0,67,0,1
0,3,6,1331,2,3,22,1,0
0,4,4,2278,0,0,28,1,0
3,4,4,5003,4,0,29,1,0
1,0,3,3552,2,3,27,1,0
0,1,3,1928,2,3,31,3,0
1,3,9,2964,4,3,49,1,1
1,0,6,1546,2,3,24,3,0
2,2,6,683,2,0,29,1,1
0,3,4,12389,4,3,37,1,0
0,2,0,4712,4,3,37,0,1
0,2,6,1553,0,0,23,1,1
1,3,4,1372,2,1,36,1,0
3,1,6,2578,3,3,34,1,1
0,3,6,3979,4,3,41,1,1
1,3,6,6758,2,0,31,1,0
1,3,3,3234,2,0,23,3,0
3,1,6,5954,2,3,38,1,1
3,3,9,5433,4,0,26,0,1
1,3,0,806,2,0,22,3,1
0,3,6,1082,2,3,27,3,1
3,1,3,2788,2,0,24,1,1
0,3,6,2930,2,0,27,1,1
3,1,2,1927,4,0,33,1,1
0,1,4,2820,2,1,27,1,0
3,3,8,937,2,2,27,3,1
0,1,4,1056,2,3,30,1,0
0,1,4,3124,2,3,49,3,1
3,3,3,1388,2,0,26,1,1
0,3,7,2384,2,3,33,3,0
3,3,4,2133,4,0,52,0,1
1,3,3,2039,2,0,20,1,0
1,1,4,2799,2,3,36,1,1
1,3,3,1289,2,3,21,3,1
1,3,1,1217,2,2,47,3,0
1,1,3,2246,2,3,60,1,0
1,1,6,385,2,0,58,3,1
0,2,4,1965,4,0,42,1,1
3,3,0,1572,3,0,36,3,1
0,3,4,2718,2,0,20,3,0
1,0,5,1358,4,3,40,0,0
0,0,4,931,0,0,32,3,0
1,3,4,1442,2,0,23,1,0
0,4,0,4241,2,3,36,3,0
3,1,4,2775,2,3,31,1,0
3,2,0,3863,2,3,32,1,1
0,3,6,2329,2,0,45,1,1
0,3,3,918,2,0,30,1,0
0,0,2,1837,2,0,34,3,0
3,3,3,3349,2,0,28,0,0
2,3,3,1275,2,0,23,1,1
1,0,3,2828,1,3,22,1,1
3,1,0,4526,2,3,74,0,1
0,3,6,2671,0,0,50,1,0
3,3,6,2051,2,3,33,1,1
3,3,9,1300,4,3,45,1,1
1,3,1,741,0,0,22,1,0
2,3,4,1240,0,0,48,3,0
1,3,6,3357,3,0,29,1,1
1,0,9,3632,2,0,22,1,1
3,2,3,1808,2,0,22,1,0
0,4,0,12204,4,3,48,0,1
0,2,6,9157,4,3,27,0,1
1,1,4,3676,2,3,37,1,1
0,3,3,3441,0,0,21,1,0
3,3,4,640,2,1,49,3,1
0,1,0,3652,2,3,27,1,1
3,1,4,1530,2,3,32,1,0
3,3,0,3914,4,1,38,1,0
1,3,3,1858,2,0,22,1,1
1,3,6,2600,2,3,65,1,0
3,3,6,19790,4,3,35,1,1
2,3,3,2116,2,3,41,1,1
0,0,4,1437,0,3,29,1,0
3,1,3,4042,1,3,36,1,1
3,3,2,3832,4,3,64,3,1
1,3,6,3660,2,0,28,1,1
1,0,3,1553,2,3,44,1,0
0,3,6,1444,4,3,23,1,1
3,3,3,1980,2,0,19,1,0
0,3,4,1355,2,0,25,3,0
3,3,2,13930,2,3,47,1,1
3,3,6,1376,1,0,28,1,1
3,2,6,15653,2,3,21,1,1
3,3,6,1493,2,0,34,1,1
1,2,6,4370,2,3,26,1,0
1,3,2,750,2,0,27,2,0
0,3,7,1308,2,3,38,3,1
3,3,2,4623,0,3,40,0,0
3,1,6,1851,2,2,33,1,1
1,1,6,1880,2,2,32,0,1
3,2,0,7980,4,3,27,1,0
1,4,3,4583,2,1,32,1,1
3,3,4,1386,1,0,26,1,0
2,3,4,947,2,3,38,1,0
1,3,2,684,2,3,40,3,0
1,3,2,7476,2,3,50,0,1
0,3,3,1922,2,3,37,3,0
1,3,4,2303,2,3,45,1,0
0,2,4,8086,0,3,42,0,0
3,1,9,2346,2,3,35,1,1
1,3,4,3973,2,3,22,1,1
0,3,4,888,2,3,41,3,0
3,3,6,10222,4,3,37,1,1
0,4,0,4221,2,0,28,1,1
0,1,3,6361,2,3,41,1,1
2,3,6,1297,2,2,23,1,1
1,3,4,900,4,2,23,1,0
3,3,3,2241,2,3,50,1,1
0,2,3,1050,2,3,35,0,1
2,1,2,1047,2,0,50,3,1
3,1,5,6314,2,3,27,0,1
0,0,3,3496,3,3,34,1,1
3,0,0,3609,2,0,27,1,1
1,1,4,48,2,3,43,1,0
2,1,6,3017,2,3,47,1,1
3,1,0,4139,0,3,27,3,1
3,3,0,5742,0,3,31,1,1
3,3,4,10366,2,3,42,0,1
3,1,4,2080,1,2,24,1,1
3,2,0,2580,1,3,41,3,0
3,1,6,4530,2,0,26,0,1
3,1,3,5150,2,3,33,1,1
0,3,6,5595,0,2,24,1,0
1,3,6,2384,2,3,64,3,1
3,3,6,1453,2,0,26,1,1
3,3,2,1538,2,0,56,1,1
3,3,6,2279,4,3,37,1,1
3,2,6,1478,2,2,33,1,1
3,1,6,5103,2,2,47,1,1
0,2,0,9857,0,3,31,3,1
3,3,4,6527,4,3,34,1,1
2,1,6,1347,4,3,27,1,1
0,2,4,55,0,3,30,1,1
3,3,6,2753,0,3,35,1,1
1,3,4,3651,3,3,31,1,1
1,1,3,975,2,1,25,1,1
0,3,7,2631,0,0,25,3,1
0,3,6,2896,0,3,29,1,1
1,1,4,4716,4,3,44,3,1
3,3,6,2284,2,3,28,1,1
3,3,9,1236,1,3,50,1,1
0,3,6,1103,2,3,29,1,1
3,1,4,926,2,0,38,2,1
3,1,6,1800,2,3,24,1,1
2,3,2,1905,2,3,40,0,1
3,3,3,1123,1,0,29,3,0
1,1,9,6331,2,3,46,1,0
2,3,6,1377,0,0,47,1,1
0,2,0,2503,0,3,41,1,1
0,3,0,2528,2,0,32,1,1
3,3,4,5324,1,0,35,1,1
0,3,4,6560,0,3,24,1,0
0,4,3,2969,2,0,25,1,0
0,3,6,1206,2,0,25,1,1
0,3,6,2118,2,3,37,3,1
3,1,6,629,1,3,32,0,1
1,0,2,1198,2,0,35,1,0
3,3,9,2476,4,3,46,0,1
1,1,6,1138,2,3,25,3,1
0,3,4,14027,2,3,27,0,0
3,1,9,7596,4,3,63,1,1
3,1,6,3077,4,3,40,1,1
3,3,6,1505,2,3,32,0,1
2,1,6,3148,4,3,31,1,1
0,4,9,6148,0,2,31,1,1
2,4,6,1337,2,3,34,0,0
0,0,2,433,3,0,24,1,0
1,3,4,1228,2,0,24,3,0
0,3,6,790,1,0,66,3,1
3,3,4,2570,2,0,21,1,0
3,1,4,250,3,0,41,3,1
3,1,6,1316,1,2,47,3,1
